youtube_video_id,comment_text
9dOZyrzR7R0,https://es.wikipedia.org/wiki/The_Birdcage   una gran película de comedia a mi me gusta me gusto en su momento un papel memorable y se le extraña mucho a Robin Williams R.I.P 2014
cGqJY4hyRfo,Thanks
sgXbG12kJXI,Haha profiting off of toxic masculinity
2WoJ4GN5MaQ,What happened to Twyla Twyla Twyla!!
M0vnBeHeuzs,The trailer is very nearly as great as the movie!  Thanks for posting this.
qcNMWo7e4Fc,WAIT THATS CAT GRANT HAHA
W2L-pfIjaB0,I miss you Robin. I wish you were still here.
JHIfHL5UgFs,"What an EXCELLENT movie!! This is truly one of the best films ever made! I've never laughed so much from start to finish. Terrific cast and well directed, an absolute classic."
5iB82S8rHyg,Could you really expect anything less than stellar/hilarious from nichols & may reuniting?!
hck5I4F1OgU,how have i never seen or heard of this D:
tsN7bzOk4RM,Dude:”chewing gum helps me think” albert; “ honey youre wasting your gum” lol
1u9ZGB5F3MI,What an amazing movie! Always makes me happy when I am feeling low. Watching it for the 100th time now.
T-C4rJM-9QU,"Holy hell, I just realized this trailer uses the ""Soapdish"" score."
N7_e79Ik3Vs,im the hummbird. jaquelyn mark
XiiyFFZjq0Y,MADONNA!  MADONNA!  MADONNA!  but you keep it all inside.
p76fH8_a32Y,solo vengo por la pelicula que dijo la mama de brianna. larry es real
i5asAs5HQkQ,"La Cage aux Folles...Great play, the film looks good !"
lN1RToUAOQg,Easily one of the greatest movies of all time.
ECe9Yqltw_w,"Happy 20th anniversary The Birdcage !
R.I.P. Robin Williams."
cULvtpaIK9I,I watched it over and over.  The ensemble in it is great.  Hank Azaria is fantastic in it.
NpKbULrB9Z8,AFTER ALL THESE YEARS AND MORE TO COME NO MOVIE CAN MAKE ME LAUGH LIKE THIS VERSION! NATHAN LANE IS JUST AMAZING AND STEALS THE ENTIRE MOVIE!
WQWhDvKEiSw,"R.I.P. Robin Williams, you surely will be missed. "
chceChQAVjI,"I LOVE ❤️ this movie!!!! 🍿
I own the DVD and a huge tv to put me in paradise!"
nbX2diR9b4U,This movie was every bit as insufferable as Lloyd Kaufman described in his first book. The influence Weinstein had on independent movies was an even bigger crime than his casting couch.
kJ2yZjnPwQc,❤
sCmYN6TLd8A,Beers... Good movie
BhfjB2X-5O0,"Personally, I thought it was a little gay of Edward when he licks his finger, after peeling the banana, which he is using as a metaphor for a man."
hnxFuPw0JIE,Great flick
Lo9cGqmHXhg,The first Fox Searchlight Pictures movie
asQrdOA0joA,0:07 the first Fox Searchlight Pictures logo
dOO-A59c4C0,johnny drama did eddie burns a favor by passing on this one
qSIRK3MtIQ4,Reiben!!!
TuYb6ZNQaZo,"KJ Apa as Archie Andrews
Lili Reinhart as Betty Cooper
Eli Goree as Munroe Moore
Charles Melton as Reggie Mantle"
aQw9sjwf0O8,Love this movie 🍀😊👍🏻
8piqd2BWeGI,🇨🇮🇺🇸🇨🇮🇺🇸🇨🇮🇺🇸🇨🇮🇺🇸🇨🇮🇺🇸🇨🇮🇺🇸🇨🇮🇺🇸🇨🇮🇺🇸🇨🇮🇺🇸🇨🇮🇺🇸🇨🇮🇺🇸👍👍👍
HXcm1cfVIRc,Great work Ed!
BS5n_Ql1v2k,"Amazing!  Die hard, hard core and sentimental Irishman that I am (Boston /Quincy/Squantum Irish!), I have yet to see this whole movie.  Shame on me!  I feel guilty, especially since I admire Ed Burns.  Time to get it, and watch the whole fuckin thing!  Right up my alley!   "
DPcFwi6lLm8,"Ed's making a ""sequel"" to this, called Fitzgerald's Family Christmas"
f3N-e9BLZFo,IT's the Geico spokemans with the deep voice! 
vqSw1YOVtK4,"Connie Britton doesn't actually look any different other than a little more filed out face, and red hair. Not bad. "
z1Fwwe8_wuo,"I would love to see a Bros McMullen 2 with Ed and the old cast like Mike McGlone. I'm willing to bet it's already in development. Let's hope. If you like Irish-American indie movies, please check out my channel."
qByUG0k-K-c,Can we please say that this is an awesome Martin Lawrence movie with Will Smith as a very good sidekick? Because Martin Lawrence steals the show.
2j18n9shdw8,Awesome trailer :]
j15rPm4i-t8,"Will Smith and Martin Lawrence, the film featuring music from 2pac, Biggie, Warren G., etc...can't get more 90s than that lol"
0B5v6QZ5R3g,A rare case in which a movie trailer uses the same music as the movie it's promoting.
9ykW-780bHs,I watched this movie at my fathers house and bought the CD.
1UWT0dMrYOM,Monica and Rachel Green
2ut7heVeMnM,Joey and Chandler Bing
cyTn4XIYH8M,Will Smith and Martin Lawrence in Bad Boys
OHft_cw-RBI,I feel like I just watched the whole movie
1zeqqhA5Z3A,"I remember being so psyched for this. The two biggest comedic stars at the time, in a high-octane buddy cop action movie? Hell yes! I worked at a gas station/convenience store then, and my friends came and helped me close the place up at midnight, cleaning everything while I did the register so we could hit the road at exactly midnight to make the 12:15 AM show. We had a blast and the movie was so good we did it all over again the following night. (Fun fact, my very cool Pakistani boss complimented me on the cleanup job when I didn't do a damn thing except count the money...the 90s were good times)"
3wo6wxKUbmA,"90’s trailers with the narrator just hit different 🔥 Michael Bay was on a roll at this time too. BAD BOYS, THE ROCK, CON-AIR 🔥🔥🔥"
cMzjb5OeYng,I thought Michael Bay started his film career with transformers. Apparently even in the 90's he still used so many literal explosive scenes.
MmqlvbQy10c,Remember going to see Major Payne & saw this trailer…It was my favorite movie before it even released
iurbZwxKFUE,Still love this movie til this day!
kdy0t_8mQBw,This is the time when the  character of Martin Lawrence is still badass and not just your typical comic relief
epYPLH6k4Qk,"""You forgot your boarding pass"" and ""It's been revoked"" right before shooting the bad guy are two of my favorites scenes in action movies"
glWAjoDVH3c,can't wait for this! The hype is reeeeaaal!!!
5zX2WAnifeA,"Agent J/Fresh Prince/Deadshot and 
Big Momma in a comedy action movie together"
k_i7UEQcg_0,Keep my boys name out yo f$#&ing mouth.
0-e6IEHAR6A,This the Black Version of Lethal Weapon
OJhwzOqqdqU,Still one of my favorites
O6i3lyx1I_g,Now Will Smith has tarnished such a unbelievable career and will be remembered by the Slap heard round the World!
P3nrgwO3R-w,Chris Rock Chris Rock watcha gonna do when hes after you
Qpxux0GPeaY,Bad 👿 Boys 👦 (1995) is Rated R in red.
9Xu6-YulCW0,Maddam Secretary looking absolutely    banging!!
wmOZeZO0sGo,Great movie !!!!!!!!
ZKB-Suz_2DQ,I rewatched this film today after quite a while and still enjoyed it. Michael Bay did a good job with this film.
o2WAMZRCbpU,Funny movie
m01YktiEZCw,"The first ""bad boys"" was more genuine than the sequels. It was about a halfway believable storyline and the death toll and other wreckage was in the realm of realistic to real life cases. Performances by Smith and Lawrence as well as the rest of the cast was excellent."
Kd509cLN-9U,"People like to gloss over this but before the pandemic closed the cinemas, and probably even when they reopened, Bad Boys For Life was the highest grossing film of the year.  Yeah, the *** just got real.."
hdEouRM7Xv8,"94 930 turbo 3.6 355 hp 189 top end 
Would destroy  that cobra on a top  speed run that porsche just went to auction  last month"
uRjKPLH2OaQ,So good.
8YqFImp2xx8,26 years ago... SHIII_ET....
HIBaGIUbXqI,Will Smith mean🔥🔥👆👆♥️♥️
OCqEdzOZqAc,nice vid
rH8aVaeHqq4,I would like to see the movie
KgGtRJY516E,The movie quality  is great
BQ7g3HOGENs,Wait the guy from Fortnite is in this movie from 1995?
O8xoAtKjnqs,The iconic scene 2:25 💚
elMP6PqGBo0,Haven't seen this but it is going to be great!
LBcNfAcU-Lc,I Kno everybody was hyped when they seen the Martin & will collab
pd5a0gs-UCQ,Watcha gonna do when they come for you?
Lw6GJiGNO74,Gonna chill out and relax
k1A1vqmkftw,Some of the scenes was NOT in the movie. Bad Boys trilogy definitely needs a directors cut & or extended cut
SBRFmU-3mf8,"just watched it man and it was a blast.
If ur wondering whether to watch or not... just do urself a favor and watch it. u wont regret it."
9Qu4LuSdbTo,"Im out, hosea"
I0rT11txmmc,"So where rhat, that, that."
O3qehNT3KjY,"Im out hisea,"
wok7pG9_vX8,Its like looking at the future or some other reality that actually matters. You really have to give it up to talented artists and good looking people... you just have to. :/
fS_Xklf08EY,Legendary
wYjUX1THmg8,0:41
qkcNmKUe3RU,"Bad boys, bad boys whatcha gonna do whatcha gonna do when they come for you"
fhz5aB-u77Q,here when juice and young thug
sVdiN_4gBWk,Will smith and Martin Lawrence I’m a bad boy
eQHX1Qczp6E,Favorite movie since 95 🙌🏾
9biklE2wA6M,One of the best Action/Comedies of the 90s
F6N426QCQ-Y,1995 was a great year.
STPJVf6wqCk,so right now there was a bad boys Film series And I skipped some movies
yVop9seXSoQ,"I like Michael bay films I have on DVD 

Armageddon 
Bad boys 
Bad boys 2 
The island 
Pain and gain 
Pearl harbor 
The Rock 
Transformers 
Transformers age of extinction 
Transformers dark of the Moon 
Transformers revenge of the  fallen"
76R2EKEnoJQ,"We ride together
We die together 
Bad boys for life."
fUyunS1hGyQ,The original the best
10OoccK7dIw,I love bad boys franchise
pZARVBpjC1I,💯
0AN8bS3bvlM,Love5
NTKLqhT-tTo,"GODS FINEST WORK:

NICK IS MU"
qrsAjB8xc_8,How bad movie trailers where.
nmDA60X-f_A,jolene
Y-aSj4uiR90,My All time favorite movie wonderful superb great. Will Smith
eVu06Oyz6PI,The voice is reds pepper man did over 100  movie trailers
dNL5A4D0G4g,attack on titan
9SqvD1-0odY,Will smith sir super star 😎😎😎😎
c8CJ6L0I6W8,symfuhny
YwP_kXyd-Rw,Cleber
2kimSAyuIYc,Still the best of the Bad Boys movies in my opinion
LcpCRyNo8T8,ชอบดูภาคแรก
vZucwtdSvJ8,ขอพากไทยคะ
0hVrYRqeT5M,Wow salio desde el 1995 desde ese año inicio una leyenda ahora marcus ta goldito :v
LBfFYvdfL90,World best movie bad boys 1
V-Oqn2hMp1M,Muito bom
p39LFdGI-YA,Martin Lawrence used to be skinny 😂😂
jaiZ6ZQoO-Y,I love the first movie so much
nsVproWjN6c,This trailer is so ridiculous but I'm here for it 😂
Oc8LpuM5Bhs,This trailer looks horrible lmao but great movie
uo-km-qfJe8,Anyone else here only after looking up michael bay's filmography?
GCWBDwkhGN0,The sequels are good .. but this one is clearly the best
qOlA1_ZxbfM,muy bom
g9CR_tib0CA,Who is here for see the WHO IS HERE AFTER😂😂😂
9uicvPZSKIM,Am I the only one here wanting to link the whole piece up after watching bad boys for life??💞🤝
oOOghKacg40,Trailers were horrible 20 years ago.
9e590FeeGCM,"He has a son on part2, hehe"
Ipv1y-Phi7A,I can’t take will seriously after Fresh Prince 😂
-mxhJzSKV08,who is here because has to start watch bad boys 1 before jump to bad boys for life
zXYteTL_Aqo,Can i watch the new one without watching this and the second one? thanks
LaKYBzvScUc,"Bad boys 1995

Best bad boys"
3iuSPLth6PY,Julie is super hot
vqSw1YOVtK4,Where do they keep getting these helicopters from
rYD3-pIF9jQ,This trailer did not fit this film at all lol.
AFjb447gMIM,I didn't like the 3rd one.
lej6ZDMieD4,This movie sucks.
VKMFlipKWs8,I've watched the Bad boys for life without even knowing that it was part 2 of this movie.....nooo😭 (I just realized that is not even part 2 it's PART 3!!!😵)
ZxlJxDr26mM,Uhh Housten we have a problem.
4OBffF0s3Hc,The Greatest Movie Ever Made.
V9tpqAUxVMs,"Even for an Boy like me that,s cold!"
MDN18yHEv2I,the road begins here
INjkNVpvQxM,An extraordinary film about an extraordinary story.
QDfs0SIvXqo,Must watch
Fr2WXx129PY,one of my all time favorite
rEnCEM48QaY,may 13 2023 saturday mothers day
CJWolzZRQx4,"its a movie created to sell the idea that there can be accidents in space, but noone has ever died in space. weird eh? check it out."
FuZdS9da4S4,"I love everything about this movie and the trailer, too"
hY4EfSHyIyA,Ek shooting pe shooting kar Dale 😂😂
dGDIOhZMmzo,"The only way to travel the universe. No food. No bathrooms. No air. No water. No violence can harm you. Nothing can harm you if, you are immortal."
K_MLWXe3PCc,It remains to this day the greatest Rescue Mission in human history.
mZXVBHwFJy8,A wonderful celebration of American exceptionalism
nszMBbCZKo4,"представляю наколько это было эпохально тогда, если даже сейчас это смотрится невероятно круто"
m9a_7WFcPlI,Jaket nasa
gt9HkO-cGGo,"A British comedian once said ""I was a little worried when I went to see Apollo 13, I hadn't seen the other 12."""
dyGibtCfMLM,Ron and Tom sent me
EJXDMwGWhoA,The Nasa Director is resign and apply for Army and take a coup de ta in The Rock facing Sean connery and Nicolas Cage 😅😅
lYSHAyODiGs,bbc america sent me
hMJuES9UYGY,"Whenever I see the scene where the rocket's launched.  All that fuel, the fire and smoke, I'm still amazed by the sheer magnitude of lifting something this big into the atmosphere and all on a computer that's less than what runs our watches.  Simply stunning.  
I have always loved Tom Hanks.  The whole cast of the show made it a great movie."
